text,label
"Your Blinkit order of groceries is being packed. Delivery in 10 minutes to your registered address.",0
"Dear User, Your Aadhaar address update request is approved. New address will reflect in 7 working days. UIDAI.",0
"Hi, Your Coursera certificate for Machine Learning by Andrew Ng is ready. Download from coursera.org/certificates.",0
"Your MG Hector car service appointment is confirmed for 08/06/2026 at MG service center Hyderabad at 9am.",0
"Dear Customer, Your Reliance Jio fiber bill of Rs. 999 for June 2026 is generated. Pay at jio.com by 15/06/2026.",0
"Hi, Your application for ECIL recruitment 2026 is received. Hall ticket will be sent to registered email address.",0
"Your Pharmeasy medicine order #PE456789 is dispatched. Expected delivery tomorrow by 6pm at your doorstep.",0
"Dear Customer, Your Union Bank account statement for May 2026 is ready. View at unionbankofindia.com online portal.",0
"Hi, Your Star Health insurance cashless claim at Apollo Hospital is approved. Coverage up to Rs. 5 lakhs.",0
"Your Flipkart Plus membership is renewed for Rs. 999 per year. You now have 300 SuperCoins credited to account.",0
"Dear Student, Your Telangana State Board result for Class 10 is declared. Check at bse.telangana.gov.in.",0
"Hi, Your Maruti Suzuki car insurance renewal is due on 30/06/2026. Renew at newindia.co.in for best premium.",0
"Your Grofers order has been delivered at your doorstep. Rate your delivery experience in the app. Thank you.",0
"Dear Customer, Your IndusInd Bank FD interest of Rs. 3500 is credited to your savings account for Q1 2026.",0
"Hi, Your SpiceJet flight booking from Chennai to Delhi on 14/06/2026 is confirmed. Check in at spicejet.com.",0
"Your Urban Company home cleaning service is confirmed for 07/06/2026 at 10am. Professional will arrive on time.",0
"Dear User, Your Voter ID card is successfully updated with new address. Download from voters.eci.gov.in portal.",0
"Hi, Your Testbook mock test result for SSC MTS is available. You scored 145 out of 200. Check detailed analysis.",0
"Your Naukri.com profile has been viewed by 15 recruiters this week. Update your resume for better visibility.",0
"Dear Customer, Your Post Office RD installment of Rs. 1000 for June 2026 is received. Running balance updated.",0
"Hi, Your GATE 2026 scorecard is available for download at gate.iitb.ac.in. Valid for 3 years from date of result.",0
"Your Bigbasket order of Rs. 1250 is out for delivery. Arriving between 2pm and 4pm at your registered address.",0
"Dear Employee, Your Form 16 for FY 2025-26 is available on the payroll portal. Download for ITR filing.",0
"Hi, Your Unacademy Plus subscription is renewed for 6 months. Access all live classes and test series now.",0
"Your Ather electric scooter is booked. Delivery expected within 30 days. Booking amount of Rs. 5000 received.",0
"Dear Customer, Your Indian Bank account is successfully KYC updated. No further action required. Thank you.",0
"Hi, Your NPS contribution of Rs. 5000 for June 2026 is processed. Check statement at cra-nsdl.com.",0
"Dear Customer, Your account will be suspended click here to verify: http://sbi-fake-verify.tk/login urgent action needed.",1
"ALERT Your Aadhaar is used for SIM fraud in Delhi call 9988112233 immediately or face arrest by cyber police.",1
"You won Rs. 1 crore in PM Modi relief fund lottery send Aadhaar PAN and bank details to claim your prize today.",1
"Your UPI ID is compromised someone transferred Rs. 50000 block it now at http://upi-block.xyz/emergency immediately.",1
"Dear Customer your Flipkart account is hacked change password at http://flipkart-secure.gq/reset within 1 hour.",1
"TRAI notice your mobile number generates spam calls will be blocked in 24 hours call 9876001234 to stop this.",1
"Your PF withdrawal of Rs. 200000 is initiated without your consent cancel at http://epfo-cancel.tk/withdraw now.",1
"Congratulations you are selected for free laptop scheme by government register at http://gov-laptop.gq/apply today.",1
"Dear User your Zerodha account shows suspicious trading activity of Rs. 75000 verify at http://zerodha-verify.xyz",1
"URGENT Income Tax raid on your property scheduled tomorrow pay Rs. 5000 settlement at http://it-settle.tk/pay",1
"Your Amazon account is permanently banned appeal now at http://amazon-appeal.xyz/unban with your card details.",1
"Dear Customer Paytm is closing your wallet permanently withdraw Rs. 5000 at http://paytm-withdraw.gq/now urgent.",1
"Free government job guarantee scheme register with Aadhaar and pay Rs. 500 registration at http://gov-job.tk",1
"Your SBI YONO app is hacked someone changed your MPIN reset at http://yono-reset.xyz/mpin within 30 minutes.",1
"Congratulations your electricity bill is zero this month claim refund of Rs. 2400 at http://electricity-refund.tk",1
"NOTICE Cyber Crime Police found your IP in illegal activity pay Rs. 10000 fine at http://cyberfine-pay.gq/now",1
"Your Groww mutual fund account shows unauthorized redemption of Rs. 30000 stop it at http://groww-stop.xyz/redeem",1
"Dear User your Ola account has fraudulent rides worth Rs. 1500 dispute at http://ola-dispute.tk/rides now.",1
"Free PMAY home loan approved for you submit documents at http://pmay-loan.gq/apply to get Rs. 2.5 lakh subsidy.",1
"Your HDFC credit card is cloned someone using it in Mumbai block at http://hdfc-block.xyz/card immediately.",1
"Dear Customer your Policybazaar claim of Rs. 50000 is rejected appeal at http://policy-appeal.tk/claim urgently.",1
"ALERT your Driving Licence is suspended for 6 months pay Rs. 1000 fine at http://rto-fine.xyz/dl to restore.",1
"Your Navi app loan EMI of Rs. 5000 is overdue pay now at http://navi-pay.gq/emi to avoid legal notice and CIBIL hit.",1
"Congratulations Indian Railway is giving free train pass to selected users register at http://irctc-pass.tk/free",1
"Your Google Pay account is blocked due to 3 failed UPI attempts unblock at http://gpay-unblock.xyz/verify now.",1
"FINAL NOTICE your BSNL number will be permanently cancelled today renew at http://bsnl-renew.tk/number Rs. 99 only.",1
"Dear Customer your Bajaj Finance personal loan of Rs. 3 lakhs is approved accept at http://bajaj-loan.gq/accept",1
"Your Swiggy delivery partner stole your food claim full refund at http://swiggy-fraud.xyz/claim with order details.",1
"ALERT your DigiLocker documents are about to expire renew at http://digilocker-renew.tk/docs by paying Rs. 199.",1
"Your CRED account shows unauthorized credit card payment of Rs. 8000 dispute at http://cred-dispute.xyz/payment",1
"Congratulations you won free Activa scooter in Hero Honda anniversary draw claim at http://hero-prize.gq/scooter",1
"Dear User your Meesho seller payment of Rs. 15000 is held release at http://meesho-payment.tk/release urgently.",1
"Your MakeMyTrip booking is cancelled refund Rs. 3500 to your account verify details at http://mmt-refund.xyz/now",1
"NOTICE your PAN card is used for Rs. 5 lakh black money transaction call ED office at 9988334455 immediately.",1
"Your Phonepe merchant account is suspended resume at http://phonepe-merchant.gq/resume by verifying GST details.",1
"Dear Customer your Star Health insurance policy is lapsed renew at http://star-health-renew.tk/policy Rs. 999 only.",1
"Congratulations you are selected for free solar panel scheme by government apply at http://solar-free.xyz/scheme",1
"URGENT your Aadhaar is linked to 5 fake SIM cards delink now at http://aadhaar-delink.gq/sim or face arrest.",1
"Your Amazon Pay Later limit of Rs. 20000 is about to expire use now at http://amazonpay-later.tk/extend to keep it.",1
"Dear User your Zerodha Kite trading platform shows loss of Rs. 50000 recover at http://zerodha-recover.xyz/fund",1
"Your IRCTC tatkal ticket booking failed but Rs. 1200 is debited claim refund at http://irctc-refund.gq/claim",1
"NOTICE your property registration is cancelled due to fraud pay Rs. 5000 at http://registration-fine.tk/property",1
"Dear Customer your ICICI Lombard car insurance claim is rejected appeal at http://icici-appeal.xyz/claim urgently.",1
"Your Paytm Postpaid bill of Rs. 3000 is overdue pay at http://paytm-postpaid.gq/pay to avoid account suspension.",1
"Congratulations your number is selected for Airtel free 4K television offer claim at http://airtel-tv.tk/free now.",1
"Your NPS account shows wrong nominee details update at http://nps-update.xyz/nominee to secure your retirement fund.",1
"Dear User your UMANG app is showing fake government scheme click here to report at http://umang-report.gq/fraud",1
"Hi, Your society maintenance bill for June 2026 is Rs. 2500. Pay by 10/06/2026 at the society office or GPay.",0
"Dear Customer, Your SBI account XX7890 is credited with Rs. 25000 salary for June 2026. Available balance updated.",0
"Hi, Your Telangana ration card is renewed for 2026-27. Collect updated card from your nearest ration shop.",0
"Your MedPlus medicine order is ready for pickup at MedPlus store Ameerpet. Collect within 3 days with prescription.",0
"Dear Customer, Your Canara Bank locker rent of Rs. 2000 for 2026-27 is due. Pay at the branch by 30/06/2026.",0
"Hi, Your LinkedIn job application for Software Engineer at Wipro is viewed by the recruiter. Good luck!",0
"Your Myntra return pickup is scheduled for tomorrow between 10am and 12pm. Keep the item packed and ready.",0
"Dear Student, Your Jawahar Navodaya Vidyalaya entrance exam hall ticket is ready at navodaya.gov.in portal.",0
"Hi, Your Hero Honda bike service is completed. Total bill Rs. 1850. Vehicle is ready for pickup at the showroom.",0
"Your IRCTC waiting list ticket for train 12723 Telangana Express is confirmed. Current status: CNF B2 45.",0
"Dear Customer, Your post office savings account passbook is updated. Balance as on 01/06/2026 is Rs. 45000.",0
"Hi, Your medical insurance reimbursement claim of Rs. 12000 at United India Insurance is approved and processing.",0
"Your Maruti car is ready after servicing. Total cost Rs. 4200. Pickup from Maruti Service Center Kukatpally today.",0
"Dear Applicant, Your RRB NTPC application form is successfully submitted. Your application ID is RRB26HY123456.",0
"Hi, Your Swiggy Instamart order is delivered. All 12 items received correctly. Enjoy your groceries!",0
"Your Tata AIG car insurance policy is renewed for one year. Policy number TA2026123456. Premium paid Rs. 8500.",0
"Dear Customer, Your Bank of India account is upgraded to savings premium account. New features activated for you.",0
"Hi, Your JNTUH semester results for 3-2 are declared. Check at jntuhresults.in with your hall ticket number.",0
"Your Zomato Gold membership is activated. Enjoy 1 plus 1 on food and up to 30 percent off on drinks at restaurants.",0
"Dear Customer, Your Sundaram Mutual Fund SIP of Rs. 3000 for June 2026 is processed successfully. Keep investing.",0
"Hi, The water bill for your flat is Rs. 450 for May 2026. Online payment accepted at hmwssb.telangana.gov.in.",0
"Your boAt earphones order from Croma is confirmed. Order ID CR789456. Delivery within 3 working days at home.",0
"Dear Student, Your application for post matric scholarship 2025-26 is approved. Amount Rs. 10000 will be credited.",0
"Hi, Your National Insurance vehicle policy is due for renewal on 20/06/2026. Contact your agent or visit nibindia.in.",0
"Your PharmEasy subscription order for monthly medicines is dispatched. Delivery tomorrow before 8pm at your home.",0
"Dear Customer, Your Vijaya Bank account is migrated to Bank of Baroda. All services continue without interruption.",0
"Hi, Your Vedantu online tuition class for Class 12 Maths is scheduled for today at 6pm. Join using your login.",0
"Your Apollo Pharmacy order is ready for delivery. Medicines will reach your address in 2 hours. Stay healthy.",0
"Dear Candidate, Your interview result for IBPS PO 2026 is declared. Check at ibps.in with your registration number.",0
"Hi, Your housing society AGM is scheduled for 15/06/2026 at 7pm in the community hall. Your presence is requested.",0
"Your Cult.fit gym membership is renewed for 3 months for Rs. 2999. All classes and facilities are available for use.",0
"Dear Customer, Your Canara Bank credit card statement for May 2026 shows total due Rs. 6750. Pay by 20/06/2026.",0
"Hi, Your TSRTC bus pass for June-July 2026 is ready. Collect from the nearest TSRTC depot with your ID card.",0
"Your Myntra order is delivered. If you face any issues with the product please raise a return request within 30 days.",0
"Dear User, Your DigiLocker vehicle RC is updated with new address. Download from digilocker.gov.in anytime.",0
"Hi, Your quarterly dental checkup appointment at Dental World clinic is on 10/06/2026 at 11am. See you then.",0
"Your Dunzo quick delivery order of grocery items is confirmed. Delivery partner assigned. Arriving in 20 minutes.",0
"Dear Customer, Your IDFC First Bank account is opened successfully. Welcome kit will be delivered in 7 working days.",0
"Hi, Your Hyderabad Property Tax for 2026-27 is due. Pay online at ghmc.gov.in before 31/07/2026 to avoid penalty.",0
"Your IndiaMart buyer inquiry for steel pipes has received 5 responses from verified sellers. Check at indiamart.com.",0
"Dear Student, Your EAMCET 2026 rank card is available at tsche.ac.in. Rank: 4521. Counselling starts 20/06/2026.",0
"Hi, Your bike insurance policy from ICICI Lombard is renewed. Policy valid from 05/06/2026 to 04/06/2027.",0
"Your OYO rooms booking at Hotel Pearl Hyderabad from 10/06/2026 to 12/06/2026 is confirmed. Check in at 12pm.",0
"Dear Customer, Your Bandhan Bank RD maturity amount of Rs. 36000 is credited to your savings account today.",0
"Hi, Your Byjus doubt session with mentor is confirmed for today at 7pm. Join on the Byjus app 5 minutes early.",0
